,averagerating,numvotes,original_title,start_year,runtime_minutes,genres,ordering,nconst,category,job,characters,directors,writers,is_comedy,is_action,is_horror,is_romance,studio,domestic_gross,foreign_gross,year,id,release_date,production_budget,domestic_gross_tn,worldwide_gross
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",6.0,nm2980113,writer,screenplay by,,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",7.0,nm9087870,writer,based on the book by,,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",8.0,nm1664289,producer,producer,,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 15:17 to Paris,5.2,21880,The 15:17 to Paris,2018,94.0,"['Biography', 'Drama', 'Thriller']",9.0,nm0601954,producer,producer,,nm0000142,"nm2980113,nm7582805,nm7556035,nm7052140,nm9087870",False,False,False,False,WB,36300000.0,20800000,2018.0,23.0,"Feb 9, 2018","$30,000,000","$36,276,286","$56,096,200"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",10.0,nm5203976,writer,"book ""Deep Down Dark",,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",1.0,nm0000104,actor,,"[""Mario Sepúlveda""]",nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",2.0,nm0763928,actor,,"[""Laurence Golborne""]",nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",3.0,nm0000300,actress,,"[""María Segovia""]",nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",4.0,nm0000981,actor,,"[""Jeff Hart""]",nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",5.0,nm0726638,director,,,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",6.0,nm1209140,writer,screenplay,,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",7.0,nm1258965,writer,screenplay,,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",8.0,nm0859241,writer,screenplay,,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 33,6.9,32263,The 33,2015,127.0,"['Biography', 'Drama', 'History']",9.0,nm1433580,writer,screen story,,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",False,False,False,False,WB,12200000.0,12700000,2015.0,78.0,"Nov 13, 2015","$25,000,000","$12,227,722","$28,400,715"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",10.0,nm0365036,producer,producer,,nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",1.0,nm1631269,actress,,"[""Cassie Sullivan""]",nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",2.0,nm2832703,actor,,"[""Wounded Man with Crucifix""]",nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",3.0,nm4388400,actress,,"[""Lizbeth""]",nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",4.0,nm3173395,actress,,"[""Julia""]",nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",5.0,nm2128335,director,,,nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",6.0,nm0335666,writer,screenplay by,,nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",7.0,nm0326040,writer,screenplay by,,nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",8.0,nm0684374,writer,screenplay by,,nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The 5th Wave,5.2,90788,The 5th Wave,2016,112.0,"['Action', 'Adventure', 'Drama']",9.0,nm2130099,writer,based on the novel by,,nm2128335,"nm0335666,nm0326040,nm0684374,nm2130099",False,True,False,False,Sony,34900000.0,75000000,2016.0,69.0,"Jan 22, 2016","$38,000,000","$34,912,982","$111,336,398"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",10.0,nm0198467,producer,producer,,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",1.0,nm0000553,actor,,"[""Hannibal""]",nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",2.0,nm0177896,actor,,"[""Face""]",nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",3.0,nm1663205,actor,,"[""Murdock""]",nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",4.0,nm0004754,actress,,"[""Charissa Sosa""]",nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",5.0,nm0138620,director,,,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",6.0,nm0089141,writer,written by,,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",7.0,nm0940790,writer,written by,,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",8.0,nm0526967,writer,"television series ""The A-Team",,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The A-Team,6.8,235256,The A-Team,2010,117.0,"['Action', 'Adventure', 'Thriller']",9.0,nm0004798,writer,"television series ""The A-Team",,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",False,True,False,False,Fox,77200000.0,100000000,2010.0,32.0,"Jun 11, 2010","$110,000,000","$77,222,099","$177,241,171"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",10.0,nm0568974,cinematographer,director of photography,,nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",1.0,nm0000255,actor,,"[""Christian Wolff""]",nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",2.0,nm0447695,actress,,"[""Dana Cummings""]",nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",3.0,nm0799777,actor,,"[""Ray King""]",nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",4.0,nm1256532,actor,,"[""Brax""]",nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",5.0,nm0640334,director,,,nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",6.0,nm4057793,writer,written by,,nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",7.0,nm1987578,producer,producer,,nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",8.0,nm0931251,producer,producer,,nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Accountant,7.3,233022,The Accountant,2016,128.0,"['Action', 'Crime', 'Drama']",9.0,nm0006142,composer,,,nm0640334,nm4057793,False,True,False,False,WB,86300000.0,68900000,2016.0,100.0,"Oct 14, 2016","$40,000,000","$86,260,045","$152,962,083"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",10.0,nm0002353,composer,,,nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",1.0,nm0000354,actor,,"[""David Norris""]",nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",2.0,nm1289434,actress,,"[""Elise Sellas""]",nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",3.0,nm2564974,actress,,"[""Suburban Mom""]",nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",4.0,nm1505460,actress,,"[""Suburban Mom""]",nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",5.0,nm1079776,director,,,nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",6.0,nm0001140,writer,"short story ""Adjustment Team",,nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",7.0,nm0140011,producer,producer,,nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",8.0,nm0352489,producer,producer,,nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adjustment Bureau,7.1,227616,The Adjustment Bureau,2011,106.0,"['Romance', 'Sci-Fi', 'Thriller']",9.0,nm0601031,producer,producer,,nm1079776,"nm1079776,nm0001140",False,False,False,True,Uni.,62500000.0,65400000,2011.0,81.0,"Mar 4, 2011","$50,200,000","$62,495,645","$126,931,325"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",10.0,nm0001392,producer,producer,,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",1.0,nm0068260,actor,,"[""Tintin""]",nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",2.0,nm0785227,actor,,"[""Captain Haddock"",""Sir Francis Haddock""]",nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",3.0,nm0185819,actor,,"[""Sakharine"",""Red Rackham""]",nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",4.0,nm0670408,actor,,"[""Thompson""]",nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",5.0,nm0000229,director,,,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",6.0,nm0378960,writer,"based on ""The Adventures of Tintin"" by",,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",7.0,nm0595590,writer,screenplay by,,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",8.0,nm0942367,writer,screenplay by,,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Adventures of Tintin,7.3,202430,The Adventures of Tintin,2011,107.0,"['Action', 'Adventure', 'Animation']",9.0,nm0180428,writer,screenplay by,,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",False,True,False,False,Par.,77600000.0,296400000,2011.0,52.0,"Dec 21, 2011","$130,000,000","$77,591,831","$373,993,951"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",10.0,nm0742347,producer,producer,,nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",1.0,nm0515116,actress,,"[""Adaline Bowman""]",nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",2.0,nm0401264,actor,,"[""Ellis Jones""]",nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",3.0,nm0000148,actor,,"[""William Jones""]",nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",4.0,nm0000834,actress,,"[""Kathy Jones""]",nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",5.0,nm1767218,director,,,nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",6.0,nm0328987,writer,screenplay by,,nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
The Age of Adaline,7.2,138924,The Age of Adaline,2015,112.0,"['Drama', 'Fantasy', 'Romance']",7.0,nm3384330,writer,screenplay by,,nm1767218,"nm0328987,nm3384330",False,False,False,True,LGF,42600000.0,23000000,2015.0,8.0,"Apr 24, 2015","$30,000,000","$42,629,776","$68,984,536"
